Pos	-	t	n	a	k	g	c	y	r	s	w	m	d	v	b	u	h
22827	0	0	15	94114	0	0	0	0	1	0	0	0	0	0	0	0	0
22828	0	94111	15	0	0	0	4	0	0	0	0	0	0	0	0	0	0
22829	0	94112	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22830	0	0	17	94113	0	0	0	0	0	0	0	0	0	0	0	0	0
22831	0	94108	17	0	0	0	3	2	0	0	0	0	0	0	0	0	0
22832	0	0	16	94114	0	0	0	0	0	0	0	0	0	0	0	0	0
22833	0	0	16	94114	0	0	0	0	0	0	0	0	0	0	0	0	0
22834	0	0	18	94112	0	0	0	0	0	0	0	0	0	0	0	0	0
22835	0	94111	17	0	0	0	2	0	0	0	0	0	0	0	0	0	0
22836	0	94112	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22837	0	0	18	94111	0	0	1	0	0	0	0	0	0	0	0	0	0
22838	0	0	17	1	0	0	94112	0	0	0	0	0	0	0	0	0	0
22839	0	0	18	0	0	0	94112	0	0	0	0	0	0	0	0	0	0
22840	0	1	19	94110	0	0	0	0	0	0	0	0	0	0	0	0	0
22841	0	2	19	1	0	94108	0	0	0	0	0	0	0	0	0	0	0
22842	0	0	20	94110	0	0	0	0	0	0	0	0	0	0	0	0	0
22843	0	94050	19	0	0	0	60	0	0	0	1	0	0	0	0	0	0
22844	0	0	18	0	0	94112	0	0	0	0	0	0	0	0	0	0	0
22845	0	0	17	94113	0	0	0	0	0	0	0	0	0	0	0	0	0
22846	0	94108	17	0	0	0	5	0	0	0	0	0	0	0	0	0	0
22847	0	94112	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22848	0	94113	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22849	0	94110	17	0	0	0	3	0	0	0	0	0	0	0	0	0	0
22850	0	0	15	94115	0	0	0	0	0	0	0	0	0	0	0	0	0
22851	0	1	15	0	0	0	94114	0	0	0	0	0	0	0	0	0	0
22852	0	0	18	94109	0	3	0	0	0	0	0	0	0	0	0	0	0
22853	0	0	16	0	1	94113	0	0	0	0	0	0	0	0	0	0	0
22854	0	0	17	0	0	94112	0	0	1	0	0	0	0	0	0	0	0
22855	0	4	18	1	0	0	94107	0	0	0	0	0	0	0	0	0	0
22856	0	94113	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22857	0	1	14	0	0	94115	0	0	0	0	0	0	0	0	0	0	0
22858	0	108	14	1	0	0	94001	6	0	0	0	0	0	0	0	0	0
22859	0	0	15	0	2	94113	0	0	0	0	0	0	0	0	0	0	0
22860	0	94114	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22861	0	94110	14	2	0	0	4	0	0	0	0	0	0	0	0	0	0
22862	0	0	16	94114	0	0	0	0	0	0	0	0	0	0	0	0	0
22863	0	94116	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22864	0	0	13	94117	0	0	0	0	0	0	0	0	0	0	0	0	0
22865	0	3	13	0	0	94114	0	0	0	0	0	0	0	0	0	0	0
22866	0	0	14	0	0	0	94114	1	0	0	0	1	0	0	0	0	0
22867	0	94117	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22868	0	94118	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22869	0	0	12	0	0	94118	0	0	0	0	0	0	0	0	0	0	0
22870	0	0	11	0	0	94119	0	0	0	0	0	0	0	0	0	0	0
22871	0	0	11	94119	0	0	0	0	0	0	0	0	0	0	0	0	0
22872	0	0	12	94117	0	1	0	0	0	0	0	0	0	0	0	0	0
22873	0	94117	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0
22874	0	94114	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22875	0	0	16	0	0	0	94113	1	0	0	0	0	0	0	0	0	0
22876	0	94114	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22877	0	0	16	94114	0	0	0	0	0	0	0	0	0	0	0	0	0
22878	0	0	193	93937	0	0	0	0	0	0	0	0	0	0	0	0	0
22879	0	2	241	691	0	0	93187	1	0	0	0	8	0	0	0	0	0
22880	0	0	189	93941	0	0	0	0	0	0	0	0	0	0	0	0	0
22881	0	0	190	93940	0	0	0	0	0	0	0	0	0	0	0	0	0
22882	0	93929	192	0	0	7	1	1	0	0	0	0	0	0	0	0	0
22883	0	1	192	1	0	0	93936	0	0	0	0	0	0	0	0	0	0
22884	0	93933	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22885	0	93936	193	0	0	0	1	0	0	0	0	0	0	0	0	0	0
22886	0	0	194	0	0	93936	0	0	0	0	0	0	0	0	0	0	0
22887	0	0	192	93937	0	0	0	0	0	0	1	0	0	0	0	0	0
22888	0	93937	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22889	0	93938	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22890	0	0	194	0	0	0	93935	1	0	0	0	0	0	0	0	0	0
22891	0	93928	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22892	0	0	207	93923	0	0	0	0	0	0	0	0	0	0	0	0	0
22893	0	0	198	93926	0	5	0	0	1	0	0	0	0	0	0	0	0
22894	0	5	202	9	1	93913	0	0	0	0	0	0	0	0	0	0	0
22895	0	1	204	2	1	93922	0	0	0	0	0	0	0	0	0	0	0
22896	0	93750	378	0	0	0	1	1	0	0	0	0	0	0	0	0	0
22897	0	93536	588	2	0	1	2	1	0	0	0	0	0	0	0	0	0
22898	0	0	599	2	0	93526	0	0	2	1	0	0	0	0	0	0	0
22899	0	20	591	0	88	93430	0	0	0	1	0	0	0	0	0	0	0
22900	0	93549	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22901	0	0	581	0	2	93547	0	0	0	0	0	0	0	0	0	0	0
22902	0	0	582	0	2	93546	0	0	0	0	0	0	0	0	0	0	0
22903	0	93550	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22904	0	0	612	93466	0	0	0	0	1	0	18	26	0	4	0	0	3
22905	0	0	598	93532	0	0	0	0	0	0	0	0	0	0	0	0	0
22906	0	93518	603	0	0	0	9	0	0	0	0	0	0	0	0	0	0
22907	0	93536	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22908	0	0	577	93552	0	0	0	0	0	0	0	1	0	0	0	0	0
22909	0	93553	573	0	0	0	0	1	0	0	3	0	0	0	0	0	0
22910	0	0	577	93551	0	2	0	0	0	0	0	0	0	0	0	0	0
22911	0	0	569	93561	0	0	0	0	0	0	0	0	0	0	0	0	0
22912	0	93550	575	0	0	3	2	0	0	0	0	0	0	0	0	0	0
22913	0	93570	559	0	0	0	0	0	0	0	1	0	0	0	0	0	0
22914	0	0	555	93575	0	0	0	0	0	0	0	0	0	0	0	0	0
22915	0	0	550	0	0	0	93580	0	0	0	0	0	0	0	0	0	0
22916	0	2	544	15	0	0	93569	0	0	0	0	0	0	0	0	0	0
22917	0	93590	535	1	1	2	0	0	0	0	1	0	0	0	0	0	0
22918	0	39	509	1	3	93576	0	0	2	0	0	0	0	0	0	0	0
22919	0	93621	508	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22920	0	27	509	93592	0	0	0	0	0	0	2	0	0	0	0	0	0
22921	0	93615	506	0	0	0	9	0	0	0	0	0	0	0	0	0	0
22922	0	0	516	93611	0	0	1	0	2	0	0	0	0	0	0	0	0
22923	0	0	512	0	0	93618	0	0	0	0	0	0	0	0	0	0	0
22924	0	0	533	93594	0	1	0	0	1	0	0	1	0	0	0	0	0
22925	0	93606	522	0	0	0	1	1	0	0	0	0	0	0	0	0	0
22926	0	93611	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22927	0	22	514	0	1	93592	0	0	1	0	0	0	0	0	0	0	0
22928	0	93616	512	0	0	0	2	0	0	0	0	0	0	0	0	0	0
22929	0	93618	510	1	0	0	0	0	0	0	1	0	0	0	0	0	0
22930	0	93622	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22931	0	0	517	93613	0	0	0	0	0	0	0	0	0	0	0	0	0
22932	0	0	528	1	4	93594	0	0	0	3	0	0	0	0	0	0	0
22933	0	0	502	1	2	93623	0	0	2	0	0	0	0	0	0	0	0
22934	0	0	505	93622	0	0	1	0	1	0	0	0	0	0	0	0	1
22935	0	0	497	93631	0	0	0	0	2	0	0	0	0	0	0	0	0
22936	0	1	492	1	0	93636	0	0	0	0	0	0	0	0	0	0	0
22937	0	93637	492	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22938	0	1	475	13	0	0	93638	1	0	0	0	2	0	0	0	0	0
22939	0	93648	473	0	0	0	8	1	0	0	0	0	0	0	0	0	0
22940	0	0	473	93655	0	0	0	0	1	0	0	1	0	0	0	0	0
22941	0	0	467	93659	0	1	1	0	0	0	1	1	0	0	0	0	0
22942	0	93660	463	0	1	0	6	0	0	0	0	0	0	0	0	0	0
22943	0	0	465	0	0	0	93664	1	0	0	0	0	0	0	0	0	0
22944	0	93667	462	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22945	0	4	467	0	0	0	93656	1	0	0	0	2	0	0	0	0	0
22946	0	0	463	93666	0	0	0	0	1	0	0	0	0	0	0	0	0
22947	0	0	462	93668	0	0	0	0	0	0	0	0	0	0	0	0	0
22948	0	0	461	93666	0	0	1	0	0	0	0	2	0	0	0	0	0
22949	0	9	442	0	0	0	93676	3	0	0	0	0	0	0	0	0	0
22950	0	0	446	0	0	0	93682	0	0	0	0	2	0	0	0	0	0
22951	0	93653	474	0	0	0	0	3	0	0	0	0	0	0	0	0	0
22952	0	93674	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22953	0	93677	452	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22954	0	93674	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22955	0	1	486	0	1	93641	0	0	1	0	0	0	0	0	0	0	0
22956	0	0	487	93641	0	0	0	0	1	0	1	0	0	0	0	0	0
22957	0	0	461	1	0	93668	0	0	0	0	0	0	0	0	0	0	0
22958	0	0	461	93664	0	0	3	0	0	0	1	1	0	0	0	0	0
22959	0	0	461	0	2	93667	0	0	0	0	0	0	0	0	0	0	0
22960	0	0	459	93670	0	0	0	0	0	0	1	0	0	0	0	0	0
22961	0	0	461	0	1	93668	0	0	0	0	0	0	0	0	0	0	0
22962	0	1	459	93670	0	0	0	0	0	0	0	0	0	0	0	0	0
22963	0	93668	456	0	0	0	4	2	0	0	0	0	0	0	0	0	0
22964	0	1	448	93673	0	5	2	0	0	0	1	0	0	0	0	0	0
22965	0	93668	451	0	0	0	8	2	0	0	1	0	0	0	0	0	0
22966	0	93684	445	0	0	0	1	0	0	0	0	0	0	0	0	0	0
22967	0	93684	443	0	1	1	1	0	0	0	0	0	0	0	0	0	0
22968	0	0	450	0	0	0	93679	0	0	0	0	1	0	0	0	0	0
22969	0	1	444	93684	0	1	0	0	0	0	0	0	0	0	0	0	0
22970	0	0	442	93680	0	8	0	0	0	0	0	0	0	0	0	0	0
22971	0	0	449	1	0	0	93678	2	0	0	0	0	0	0	0	0	0
22972	0	93681	447	1	0	0	1	0	0	0	0	0	0	0	0	0	0
22973	0	0	448	0	0	93676	3	0	3	0	0	0	0	0	0	0	0
22974	0	0	441	93687	0	2	0	0	0	0	0	0	0	0	0	0	0
22975	0	0	442	93683	0	1	1	0	2	0	1	0	0	0	0	0	0
22976	0	0	442	93687	0	1	0	0	0	0	0	0	0	0	0	0	0
22977	0	93684	445	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22978	0	7	443	1	0	0	93679	0	0	0	0	0	0	0	0	0	0
22979	0	93691	438	0	1	0	0	0	0	0	0	0	0	0	0	0	0
22980	0	0	433	93696	0	0	0	0	0	0	1	0	0	0	0	0	0
22981	0	93686	437	1	0	0	5	0	0	0	1	0	0	0	0	0	0
22982	0	0	443	0	0	0	93684	2	0	0	0	1	0	0	0	0	0
22983	0	0	446	93683	0	0	0	0	0	0	1	0	0	0	0	0	0
22984	0	0	447	15	0	93668	0	0	0	0	0	0	0	0	0	0	0
22985	0	0	445	0	0	93685	0	0	0	0	0	0	0	0	0	0	0
22986	0	14	443	0	0	0	93673	0	0	0	0	0	0	0	0	0	0
22987	0	73	443	2	0	1	93604	7	0	0	0	0	0	0	0	0	0
22988	0	0	449	16	1	93660	0	0	4	0	0	0	0	0	0	0	0
22989	0	0	440	0	2	93687	1	0	0	0	0	0	0	0	0	0	0
22990	0	93689	439	0	0	0	1	1	0	0	0	0	0	0	0	0	0
22991	0	0	442	93684	0	3	0	0	0	0	1	0	0	0	0	0	0
22992	0	15	445	7145	2	86508	1	0	13	1	0	0	0	0	0	0	0
22993	0	17	457	4	0	9	93638	3	0	2	0	0	0	0	0	0	0
22994	0	0	457	93671	0	2	0	0	0	0	0	0	0	0	0	0	0
22995	0	64	469	3	0	1	93591	1	0	1	0	0	0	0	0	0	0
22996	0	0	473	93656	0	1	0	0	0	0	0	0	0	0	0	0	0
22997	0	60	464	0	0	0	93603	3	0	0	0	0	0	0	0	0	0
22998	0	1	468	0	0	0	93661	0	0	0	0	0	0	0	0	0	0
22999	0	93663	464	0	1	0	1	1	0	0	0	0	0	0	0	0	0
23000	0	93671	458	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23001	0	1	457	0	0	93672	0	0	0	0	0	0	0	0	0	0	0
23002	0	93676	452	0	0	0	2	0	0	0	0	0	0	0	0	0	0
23003	0	0	455	93662	0	12	1	0	0	0	0	0	0	0	0	0	0
23004	0	0	456	93672	0	0	0	0	0	0	2	0	0	0	0	0	0
23005	0	93672	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23006	0	0	469	3	0	93654	0	0	2	2	0	0	0	0	0	0	0
23007	0	0	460	0	0	93669	0	0	1	0	0	0	0	0	0	0	0
23008	0	93634	494	0	0	1	0	1	0	0	0	0	0	0	0	0	0
23009	0	12	489	2	2	93625	0	0	0	0	0	0	0	0	0	0	0
23010	0	93608	485	0	0	0	37	0	0	0	0	0	0	0	0	0	0
23011	0	93647	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23012	0	0	484	9	0	93630	6	0	1	0	0	0	0	0	0	0	0
23013	0	0	486	93641	0	0	1	0	1	0	1	0	0	0	0	0	0
23014	0	0	482	93631	0	14	2	0	1	0	0	0	0	0	0	0	0
23015	0	0	483	1	4	93619	23	0	0	0	0	0	0	0	0	0	0
23016	0	0	479	0	5	93646	0	0	0	0	0	0	0	0	0	0	0
23017	0	93632	490	0	1	7	0	0	0	0	0	0	0	0	0	0	0
23018	0	93623	485	0	0	0	22	0	0	0	0	0	0	0	0	0	0
23019	0	93648	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23020	0	93642	487	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23021	0	0	491	93638	0	0	0	0	0	0	1	0	0	0	0	0	0
23022	0	0	492	93638	0	0	0	0	0	0	0	0	0	0	0	0	0
23023	0	93635	494	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23024	0	93631	498	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23025	0	0	496	0	2	93632	0	0	0	0	0	0	0	0	0	0	0
23026	0	93636	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23027	0	93638	491	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23028	0	0	492	93638	0	0	0	0	0	0	0	0	0	0	0	0	0
23029	0	35	492	0	0	0	93596	6	0	0	0	1	0	0	0	0	0
23030	0	93630	496	0	0	0	4	0	0	0	0	0	0	0	0	0	0
23031	0	93626	497	0	0	0	6	1	0	0	0	0	0	0	0	0	0
23032	0	93628	499	0	0	1	2	0	0	0	0	0	0	0	0	0	0
23033	0	0	499	0	0	0	93629	2	0	0	0	0	0	0	0	0	0
23034	0	0	499	0	0	1	93626	3	0	0	0	1	0	0	0	0	0
23035	0	93591	531	0	0	0	4	4	0	0	0	0	0	0	0	0	0
23036	0	93635	492	0	0	0	3	0	0	0	0	0	0	0	0	0	0
23037	0	93635	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23038	0	0	503	93625	0	0	0	0	2	0	0	0	0	0	0	0	0
23039	0	3	502	0	0	0	93621	2	0	0	0	2	0	0	0	0	0
23040	0	6	502	93621	0	1	0	0	0	0	0	0	0	0	0	0	0
23041	0	0	499	93631	0	0	0	0	0	0	0	0	0	0	0	0	0
23042	0	93601	497	0	0	0	27	5	0	0	0	0	0	0	0	0	0
23043	0	3	494	0	0	0	93629	4	0	0	0	0	0	0	0	0	0
23044	0	1	496	93632	0	1	0	0	0	0	0	0	0	0	0	0	0
23045	0	93627	499	0	0	0	0	3	0	0	1	0	0	0	0	0	0
23046	1	0	495	93632	0	0	1	0	1	0	0	0	0	0	0	0	0
23047	1	93623	496	0	0	0	8	1	0	0	1	0	0	0	0	0	0
23048	1	0	513	0	0	93615	0	0	0	1	0	0	0	0	0	0	0
23049	0	1	525	0	1	93600	0	0	3	0	0	0	0	0	0	0	0
23050	0	93575	554	0	1	0	0	0	0	0	0	0	0	0	0	0	0
23051	0	93579	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23052	0	93583	544	0	0	0	0	2	0	0	1	0	0	0	0	0	0
23053	0	1	547	1	0	0	93580	1	0	0	0	0	0	0	0	0	0
23054	0	0	526	0	0	0	93602	1	0	1	0	0	0	0	0	0	0
23055	0	0	533	93595	0	0	0	0	0	0	0	2	0	0	0	0	0
23056	0	0	537	93592	0	0	1	0	0	0	0	0	0	0	0	0	0
23057	0	0	542	0	0	0	93588	0	0	0	0	0	0	0	0	0	0
23058	0	0	560	1	0	1	93566	0	0	1	0	1	0	0	0	0	0
23059	0	5	561	1	0	0	93563	0	0	0	0	0	0	0	0	0	0
23060	0	0	565	93564	0	0	0	0	1	0	0	0	0	0	0	0	0
23061	0	0	560	0	0	0	93570	0	0	0	0	0	0	0	0	0	0
23062	0	93561	561	0	0	0	7	0	0	0	1	0	0	0	0	0	0
23063	0	40	564	93525	0	0	0	0	1	0	0	0	0	0	0	0	0
23064	0	0	571	93550	0	1	7	0	0	0	0	1	0	0	0	0	0
23065	0	93557	570	0	0	0	1	2	0	0	0	0	0	0	0	0	0
23066	0	0	579	0	1	93547	0	0	3	0	0	0	0	0	0	0	0
23067	0	0	578	0	1	93550	0	0	1	0	0	0	0	0	0	0	0
23068	0	93541	588	1	0	0	0	0	0	0	0	0	0	0	0	0	0
23069	0	2	597	0	2	93526	0	0	3	0	0	0	0	0	0	0	0
23070	0	93522	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23071	0	93528	601	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23072	0	0	611	1	1	93517	0	0	0	0	0	0	0	0	0	0	0
23073	0	0	601	2	1	93525	0	0	1	0	0	0	0	0	0	0	0
23074	0	93523	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23075	0	93524	602	0	0	0	2	2	0	0	0	0	0	0	0	0	0
23076	0	0	607	93522	0	1	0	0	0	0	0	0	0	0	0	0	0
23077	0	2	612	0	0	1	93513	2	0	0	0	0	0	0	0	0	0
23078	0	1	608	0	0	0	93519	0	0	0	0	1	0	0	0	0	1
23079	0	0	612	93515	0	0	0	0	2	0	1	0	0	0	0	0	0
23080	0	0	605	93523	0	0	1	0	1	0	0	0	0	0	0	0	0
23081	0	1	607	0	0	0	93522	0	0	0	0	0	0	0	0	0	0
23082	0	0	632	1	0	0	93491	5	0	0	0	1	0	0	0	0	0
23083	0	3	627	93490	0	8	0	0	0	0	2	0	0	0	0	0	0
23084	0	93490	627	2	0	0	10	0	0	0	1	0	0	0	0	0	0
23085	0	0	628	93502	0	0	0	0	0	0	0	0	0	0	0	0	0
23086	0	82	640	0	0	0	93401	7	0	0	0	0	0	0	0	0	0
23087	0	0	653	93476	0	0	0	0	0	0	1	0	0	0	0	0	0
23088	0	0	665	1	1	93463	0	0	0	0	0	0	0	0	0	0	0
23089	0	0	670	93458	0	0	0	0	0	0	2	0	0	0	0	0	0
23090	0	1	669	0	2	93458	0	0	0	0	0	0	0	0	0	0	0
23091	0	93461	668	0	1	0	0	0	0	0	0	0	0	0	0	0	0
23092	0	0	683	93445	0	2	0	0	0	0	0	0	0	0	0	0	0
23093	0	0	691	0	0	93439	0	0	0	0	0	0	0	0	0	0	0
23094	0	93441	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23095	0	0	699	93426	0	2	1	0	1	0	1	0	0	0	0	0	0
23096	0	0	697	0	1	93431	0	0	1	0	0	0	0	0	0	0	0
23097	0	93395	732	0	0	0	0	2	0	0	1	0	0	0	0	0	0
23098	0	0	741	93384	0	5	0	0	0	0	0	0	0	0	0	0	0
23099	0	3	749	0	0	0	93374	3	0	0	0	1	0	0	0	0	0
23100	0	93361	767	0	0	0	0	2	0	0	0	0	0	0	0	0	0
23101	0	93361	765	0	0	2	0	1	0	0	1	0	0	0	0	0	0
23102	0	93360	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23103	0	1	768	0	0	0	93355	5	0	0	0	1	0	0	0	0	0
23104	0	93309	813	1	0	0	0	7	0	0	0	0	0	0	0	0	0
23105	0	93354	774	0	0	0	0	0	0	0	2	0	0	0	0	0	0
23106	0	93361	768	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23107	0	93354	772	0	1	0	1	1	0	0	1	0	0	0	0	0	0
23108	0	0	775	0	0	93352	2	0	0	1	0	0	0	0	0	0	0
23109	0	0	781	93348	0	0	0	0	1	0	0	0	0	0	0	0	0
23110	0	0	780	93349	0	0	0	0	1	0	0	0	0	0	0	0	0
23111	0	1	785	0	0	0	93341	3	0	0	0	0	0	0	0	0	0
23112	0	93327	802	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23113	0	93327	798	0	1	0	2	2	0	0	0	0	0	0	0	0	0
23114	0	34	803	3	0	0	93287	2	0	0	0	1	0	0	0	0	0
23115	0	93327	800	0	1	0	0	1	0	0	1	0	0	0	0	0	0
23116	0	3	792	93327	0	0	0	0	0	0	8	0	0	0	0	0	0
23117	0	0	792	1	0	0	93333	3	0	0	0	1	0	0	0	0	0
23118	0	0	790	93334	0	0	1	0	0	0	0	5	0	0	0	0	0
23119	0	93330	795	2	1	0	1	1	0	0	0	0	0	0	0	0	0
23120	0	78	810	0	3	93237	0	0	2	0	0	0	0	0	0	0	0
23121	0	3	804	0	0	0	93319	3	0	1	0	0	0	0	0	0	0
23122	0	3	801	93121	0	3	0	0	129	0	6	41	0	25	0	0	1
23123	0	7	638	1	0	0	93484	0	0	0	0	0	0	0	0	0	0
23124	0	0	631	0	0	11	93488	0	0	0	0	0	0	0	0	0	0
23125	0	4	671	93454	0	1	0	0	0	0	0	0	0	0	0	0	0
23126	0	41	674	0	8	93404	2	0	1	0	0	0	0	0	0	0	0
23127	0	59	660	0	0	3	93401	6	0	0	0	1	0	0	0	0	0
23128	0	1	655	93471	0	0	0	0	0	0	0	3	0	0	0	0	0
23129	0	0	615	93514	0	0	0	0	1	0	0	0	0	0	0	0	0
23130	0	0	235	1	0	0	93892	2	0	0	0	0	0	0	0	0	0
23131	0	93913	216	0	1	0	0	0	0	0	0	0	0	0	0	0	0
23132	0	0	187	0	0	93943	0	0	0	0	0	0	0	0	0	0	0
23133	0	93944	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23134	0	93948	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23135	0	93946	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23136	0	0	188	0	0	93942	0	0	0	0	0	0	0	0	0	0	0
23137	0	93946	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23138	0	0	187	0	0	93943	0	0	0	0	0	0	0	0	0	0	0
23139	0	0	183	0	0	93947	0	0	0	0	0	0	0	0	0	0	0
23140	0	0	182	93947	0	1	0	0	0	0	0	0	0	0	0	0	0
23141	0	0	187	0	0	0	93943	0	0	0	0	0	0	0	0	0	0
23142	0	0	185	0	0	0	93945	0	0	0	0	0	0	0	0	0	0
23143	0	93946	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23144	0	0	335	93795	0	0	0	0	0	0	0	0	0	0	0	0	0
23145	0	0	2	94125	0	2	0	0	1	0	0	0	0	0	0	0	0
23146	0	0	2	94127	0	1	0	0	0	0	0	0	0	0	0	0	0
23147	0	0	2	94126	0	1	1	0	0	0	0	0	0	0	0	0	0
23148	0	1	2	94111	0	12	1	0	1	0	1	1	0	0	0	0	0
23149	0	2	2	3	0	94123	0	0	0	0	0	0	0	0	0	0	0
23150	0	94128	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23151	0	0	2	0	0	0	94126	2	0	0	0	0	0	0	0	0	0
23152	0	94127	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23153	0	0	2	94128	0	0	0	0	0	0	0	0	0	0	0	0	0
23154	0	0	2	0	0	0	94127	0	0	0	0	1	0	0	0	0	0
23155	0	94126	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
23156	0	0	2	94128	0	0	0	0	0	0	0	0	0	0	0	0	0
23157	0	0	2	94128	0	0	0	0	0	0	0	0	0	0	0	0	0
23158	0	94127	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23159	0	94127	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23160	0	94128	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23161	0	0	2	1	0	94127	0	0	0	0	0	0	0	0	0	0	0
23162	0	0	2	4	20	94104	0	0	0	0	0	0	0	0	0	0	0
23163	0	94127	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23164	0	94128	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23165	0	0	2	94128	0	0	0	0	0	0	0	0	0	0	0	0	0
23166	0	0	2	94128	0	0	0	0	0	0	0	0	0	0	0	0	0
23167	0	0	2	94125	0	2	0	0	1	0	0	0	0	0	0	0	0
23168	0	0	2	94128	0	0	0	0	0	0	0	0	0	0	0	0	0
23169	0	0	2	94128	0	0	0	0	0	0	0	0	0	0	0	0	0
23170	0	6	3	1	0	0	94118	2	0	0	0	0	0	0	0	0	0
23171	0	0	3	94127	0	0	0	0	0	0	0	0	0	0	0	0	0
23172	0	0	3	94127	0	0	0	0	0	0	0	0	0	0	0	0	0
23173	0	0	3	94126	0	1	0	0	0	0	0	0	0	0	0	0	0
23174	0	94127	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23175	0	0	2	0	1	94127	0	0	0	0	0	0	0	0	0	0	0
23176	0	94128	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23177	0	0	2	0	0	94128	0	0	0	0	0	0	0	0	0	0	0
23178	0	94128	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23179	0	1	3	0	0	0	94123	3	0	0	0	0	0	0	0	0	0
23180	0	0	3	94127	0	0	0	0	0	0	0	0	0	0	0	0	0
23181	0	0	3	94127	0	0	0	0	0	0	0	0	0	0	0	0	0
23182	0	94122	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0
23183	0	94127	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23184	0	94127	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23185	0	264	4	0	0	0	93855	7	0	0	0	0	0	0	0	0	0
23186	0	0	3	94127	0	0	0	0	0	0	0	0	0	0	0	0	0
23187	0	0	3	94127	0	0	0	0	0	0	0	0	0	0	0	0	0
23188	0	11	3	0	0	0	94115	1	0	0	0	0	0	0	0	0	0
23189	0	94126	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23190	0	94127	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23191	0	301	3	0	0	0	93820	6	0	0	0	0	0	0	0	0	0
23192	0	0	4	94126	0	0	0	0	0	0	0	0	0	0	0	0	0
23193	0	0	5	94125	0	0	0	0	0	0	0	0	0	0	0	0	0
